Gene,MutSig(Q-value),# Mut,# Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
WDR93,2,2,1013,0.2%,No
PARP6,2,2,1013,0.2%,No
ANXA1,1,1,1013,<0.1%,No
ANXA2,2,2,1013,0.2%,No
TBC1D22B,4,4,1013,0.4%,No
G2E3,1,1,1013,<0.1%,No
LRRC40,5,5,1013,0.5%,No
SHD,4,4,1013,0.4%,No
PAN2,4,4,1013,0.4%,No
SYBU,3,3,1013,0.3%,No
ANXA3,1,1,1013,<0.1%,No
ZBTB5,4,4,1013,0.4%,No
ANXA4,5,4,1013,0.4%,No
IQSEC1,5,5,1013,0.5%,No
CHD7,15,15,1013,1.5%,No
ANXA5,4,4,1013,0.4%,No
ZBTB40,4,4,1013,0.4%,No
DEPDC1,9,8,1013,0.8%,No
ANXA6,4,4,1013,0.4%,No
KIF14,2,2,1013,0.2%,No
JOSD1,3,2,1013,0.2%,No
MFN2,5,5,1013,0.5%,No
PLPP1,3,3,1013,0.3%,No
XYLB,5,5,1013,0.5%,No
OXSR1,3,3,1013,0.3%,No
DLEC1,9,9,1013,0.9%,No
EXOG,2,2,1013,0.2%,No
B3GLCT,3,3,1013,0.3%,No
SEH1L,2,2,1013,0.2%,No
NAT8L,2,2,1013,0.2%,No
LRRC66,10,10,1013,1.0%,No
FLVCR2,1,1,1013,<0.1%,No
KIF18A,5,5,1013,0.5%,No
ANXA7,2,2,1013,0.2%,No
FAM20C,8,7,1013,0.7%,No
ZNF93,12,9,1013,0.9%,No
ANXA11,1,1,1013,<0.1%,No
HDHD3,3,3,1013,0.3%,No
ANXA13,3,3,1013,0.3%,No
NAA16,2,2,1013,0.2%,No
AOAH,3,3,1013,0.3%,No
OSGEP,1,1,1013,<0.1%,No
ATXN7L3,1,1,1013,<0.1%,No
ACSS3,4,4,1013,0.4%,No
AOC2,3,3,1013,0.3%,No
BTBD2,3,2,1013,0.2%,No
SPANXN5,1,1,1013,<0.1%,No
AOX1,7,7,1013,0.7%,No
SLC25A12,1,1,1013,<0.1%,No
CCNJL,1,1,1013,<0.1%,No
APAF1,7,7,1013,0.7%,No
PLA2G4C,2,2,1013,0.2%,No
CD302,3,3,1013,0.3%,No
NUDT2,1,1,1013,<0.1%,No
NOP14,3,3,1013,0.3%,No
PUM3,4,3,1013,0.3%,No
RAB20,2,2,1013,0.2%,No
FAM193A,5,5,1013,0.5%,No
P2RY14,4,4,1013,0.4%,No
LYAR,1,1,1013,<0.1%,No
RDH16,3,3,1013,0.3%,No
RBM8A,1,1,1013,<0.1%,No
STOX2,4,4,1013,0.4%,No
KLF7,1,1,1013,<0.1%,No
PRDM8,6,6,1013,0.6%,No
DCLRE1A,5,5,1013,0.5%,No
PRDM9,8,8,1013,0.8%,No
RUVBL1,3,3,1013,0.3%,No
ARHGAP25,9,9,1013,0.9%,No
GOLGA5,3,3,1013,0.3%,Yes
PDE8B,6,6,1013,0.6%,No
ASMTL,3,3,1013,0.3%,Yes
NPFF,1,1,1013,<0.1%,No
HS3ST4,4,4,1013,0.4%,No
CDK13,9,9,1013,0.9%,No
LUZP2,5,4,1013,0.4%,No
TRIML1,7,7,1013,0.7%,No
PSMG2,1,1,1013,<0.1%,No
APBA1,8,7,1013,0.7%,No
NHP2,2,1,1013,<0.1%,No
TMPRSS11A,3,3,1013,0.3%,No
APBA2,4,4,1013,0.4%,No
DTWD1,1,1,1013,<0.1%,No
APBB1,6,6,1013,0.6%,No
BBX,6,6,1013,0.6%,No
APBB2,8,8,1013,0.8%,No
INTS8,2,2,1013,0.2%,No
PRDM10,6,6,1013,0.6%,No
APC,33,33,1013,3.3%,Yes
NLRP2,4,4,1013,0.4%,No
PRDM11,3,3,1013,0.3%,No
FBXO47,3,3,1013,0.3%,No
APCS,7,7,1013,0.7%,No
AIRE,4,4,1013,0.4%,No
BCAS4,1,1,1013,<0.1%,No
APEH,5,5,1013,0.5%,No
USO1,2,2,1013,0.2%,No
CRYZL1,3,3,1013,0.3%,No
GPR85,1,1,1013,<0.1%,No
PGBD5,4,4,1013,0.4%,Yes
APEX1,2,2,1013,0.2%,No
MAGEC1,16,15,1013,1.5%,No
ZNF416,5,5,1013,0.5%,No
BIRC2,3,3,1013,0.3%,No
PLPP3,3,3,1013,0.3%,No
RNF126,1,1,1013,<0.1%,No
FAM118B,2,1,1013,<0.1%,No
STC2,3,3,1013,0.3%,No
GFPT2,5,5,1013,0.5%,No
ZNF692,5,4,1013,0.4%,No
RIC3,2,2,1013,0.2%,No
WDR1,4,4,1013,0.4%,No
CADPS,16,13,1013,1.3%,No
AMMECR1,1,1,1013,<0.1%,No
USP3,1,1,1013,<0.1%,No
HSD17B6,2,2,1013,0.2%,No
MVP,9,8,1013,0.8%,No
TYRO3,2,2,1013,0.2%,Yes
UNC5C,7,7,1013,0.7%,No
FGF19,1,1,1013,<0.1%,Yes
SKAP1,2,2,1013,0.2%,No
SLC23A2,3,3,1013,0.3%,No
DNAH17,26,22,1013,2.2%,No
SLC23A1,3,3,1013,0.3%,No
CDC42SE2,1,1,1013,<0.1%,No
SNX31,5,5,1013,0.5%,No
CCDC158,6,6,1013,0.6%,No
BIRC3,1,1,1013,<0.1%,Yes
GDAP1,1,1,1013,<0.1%,No
ZNF446,3,3,1013,0.3%,No
TULP4,7,6,1013,0.6%,No
BCL6B,1,1,1013,<0.1%,No
XIAP,1,1,1013,<0.1%,Yes
GNG2,1,1,1013,<0.1%,No
HIF1AN,1,1,1013,<0.1%,No
SLC12A9,5,5,1013,0.5%,No
BIRC5,2,2,1013,0.2%,No
DDX27,5,5,1013,0.5%,No
FAM184A,2,2,1013,0.2%,No
APLP1,5,4,1013,0.4%,No
PRPF40A,6,4,1013,0.4%,No
CTNNBIP1,1,1,1013,<0.1%,No
EFL1,5,4,1013,0.4%,No
APLP2,4,4,1013,0.4%,No
DENND4C,4,4,1013,0.4%,No
SCRN3,2,2,1013,0.2%,No
NPLOC4,7,7,1013,0.7%,No
KIF15,6,6,1013,0.6%,No
FAT4,48,39,1013,3.8%,Yes
URGCP,6,6,1013,0.6%,No
APOA4,3,3,1013,0.3%,No
CDC37L1,1,1,1013,<0.1%,No
CHPT1,3,3,1013,0.3%,No
CCDC121,2,2,1013,0.2%,No
APOB,27,26,1013,2.6%,No
TP63,9,9,1013,0.9%,Yes
HS3ST1,2,2,1013,0.2%,No
APOBEC1,4,4,1013,0.4%,No
USP15,6,6,1013,0.6%,No
ARMC7,2,2,1013,0.2%,No
HS3ST3A1,2,2,1013,0.2%,No
MFN1,4,3,1013,0.3%,No
RFXANK,3,3,1013,0.3%,No
ADAMTS9,15,15,1013,1.5%,No
NR1H4,1,1,1013,<0.1%,No
PCDHGB4,5,5,1013,0.5%,No
NUP153,8,8,1013,0.8%,No
NR1I3,2,2,1013,0.2%,No
AKR1C3,3,3,1013,0.3%,No
NR1D2,2,2,1013,0.2%,No
KCNK5,4,4,1013,0.4%,No
UBB,1,1,1013,<0.1%,No
DCHS1,20,18,1013,1.8%,No
PTCH2,10,10,1013,1.0%,No
PEX26,2,2,1013,0.2%,No
APOC1,1,1,1013,<0.1%,No
AQP8,2,2,1013,0.2%,No
NBPF1,19,16,1013,1.6%,No
RNASEH2B,2,2,1013,0.2%,Yes
PPP4R3A,2,2,1013,0.2%,No
APOC3,1,1,1013,<0.1%,No
GALNT14,6,6,1013,0.6%,No
UNC93A,4,4,1013,0.4%,No
IWS1,9,9,1013,0.9%,No
APOD,1,1,1013,<0.1%,No
SOX18,1,1,1013,<0.1%,No
SLC30A6,3,3,1013,0.3%,No
APOE,3,3,1013,0.3%,No
TYROBP,1,1,1013,<0.1%,No
MED12,25,25,1013,2.5%,Yes
OGFRL1,3,3,1013,0.3%,No
OASL,5,5,1013,0.5%,No
MED13,16,16,1013,1.6%,No
U2AF1,5,5,1013,0.5%,Yes
RNASET2,2,2,1013,0.2%,No
TNFSF15,1,1,1013,<0.1%,No
TYRP1,6,6,1013,0.6%,No
THRAP3,5,5,1013,0.5%,No
LIMS2,1,1,1013,<0.1%,No
SH3TC2,6,6,1013,0.6%,No
AOC3,5,5,1013,0.5%,No
SOCS1,1,1,1013,<0.1%,Yes
UBE2D1,1,1,1013,<0.1%,No
DOP1B,6,6,1013,0.6%,No
UBE2B,1,1,1013,<0.1%,No
NUMB,4,4,1013,0.4%,No
UBE2D3,1,1,1013,<0.1%,No
DYNLL1,1,1,1013,<0.1%,No
RCE1,2,2,1013,0.2%,No
UBE2E2,1,1,1013,<0.1%,No
DDX3Y,4,4,1013,0.4%,No
THOC1,3,3,1013,0.3%,No
PDE5A,4,4,1013,0.4%,No
REC8,2,2,1013,0.2%,No
APOH,1,1,1013,<0.1%,No
APP,2,2,1013,0.2%,No
APRT,2,2,1013,0.2%,No
KLK3,6,6,1013,0.6%,No
FASLG,3,3,1013,0.3%,No
SHROOM2,2,2,1013,0.2%,No
AQP1,2,2,1013,0.2%,No
AQP2,4,4,1013,0.4%,No
UBC,2,2,1013,0.2%,No
NCOA1,6,6,1013,0.6%,Yes
UBA7,7,7,1013,0.7%,No
CHRD,8,8,1013,0.8%,No
UBA1,5,5,1013,0.5%,No
ABCB11,9,9,1013,0.9%,No
UBE2A,1,1,1013,<0.1%,Yes
EIF3B,3,3,1013,0.3%,No
DGCR2,3,3,1013,0.3%,No
RGS10,1,1,1013,<0.1%,No
IRS2,12,11,1013,1.1%,Yes
RGS7,10,10,1013,1.0%,No
EIF3A,6,6,1013,0.6%,No
KCNE2,2,2,1013,0.2%,No
UBE2N,1,1,1013,<0.1%,No
RGS12,8,8,1013,0.8%,No
EIF3H,1,1,1013,<0.1%,No
RHAG,4,4,1013,0.4%,No
EIF3D,3,3,1013,0.3%,No
RGS16,2,2,1013,0.2%,No
UBE2V1,3,3,1013,0.3%,No
EIF3F,3,2,1013,0.2%,No
AQP3,1,1,1013,<0.1%,No
SLC12A6,4,4,1013,0.4%,No
AQP4,2,2,1013,0.2%,No
AQP5,1,1,1013,<0.1%,No
AQP6,4,4,1013,0.4%,No
AQP9,5,5,1013,0.5%,No
AR,54,48,1013,4.7%,Yes
ABCC6,5,5,1013,0.5%,No
ARAF,2,2,1013,0.2%,Yes
ALDH4A1,5,5,1013,0.5%,No
UBE2I,3,3,1013,0.3%,No
DMTF1,5,5,1013,0.5%,No
TNKS,6,6,1013,0.6%,No
PPP4R1,9,9,1013,0.9%,No
RHO,6,6,1013,0.6%,No
VAMP4,1,1,1013,<0.1%,No
UBTF,5,5,1013,0.5%,No
SLC4A4,5,5,1013,0.5%,No
GRK1,6,6,1013,0.6%,No
UBP1,5,5,1013,0.5%,No
EIF4G3,11,10,1013,1.0%,No
UCHL1,1,1,1013,<0.1%,No
BECN1,3,3,1013,0.3%,No
RIT1,2,2,1013,0.2%,Yes
STX16,3,2,1013,0.2%,No
RING1,5,5,1013,0.5%,No
STX11,2,2,1013,0.2%,No
RICTOR,5,5,1013,0.5%,Yes
ARCN1,2,2,1013,0.2%,No
AREG,1,1,1013,<0.1%,No
ARF1,1,1,1013,<0.1%,No
ARF3,1,1,1013,<0.1%,No
ARL4D,2,2,1013,0.2%,No
B4GALNT4,8,7,1013,0.7%,No
RHD,3,3,1013,0.3%,No
RHCE,1,1,1013,<0.1%,No
UBE3A,5,4,1013,0.4%,No
RHEB,1,1,1013,<0.1%,Yes
EIF3I,2,2,1013,0.2%,No
EIF3J,1,1,1013,<0.1%,No
UCP3,3,3,1013,0.3%,No
MARCO,2,2,1013,0.2%,No
UFD1,2,2,1013,0.2%,No
SCGB1A1,2,2,1013,0.2%,No
KRT37,3,3,1013,0.3%,No
SLC35A2,1,1,1013,<0.1%,No
KRT36,4,4,1013,0.4%,No
UGDH,1,1,1013,<0.1%,No
UGCG,1,1,1013,<0.1%,No
KRT38,4,4,1013,0.4%,No
ARF5,1,1,1013,<0.1%,No
JMJD7-PLA2G4B,6,6,1013,0.6%,No
ARG1,1,1,1013,<0.1%,No
UCP1,1,1,1013,<0.1%,No
ARG2,1,1,1013,<0.1%,No
RHOA,3,3,1013,0.3%,Yes
RHOB,3,3,1013,0.3%,No
RHOC,3,3,1013,0.3%,No
RLF,3,3,1013,0.3%,No
UCN,2,1,1013,<0.1%,No
RLBP1,3,3,1013,0.3%,No
UPK1B,2,2,1013,0.2%,No
RLN2,2,2,1013,0.2%,No
UGT2B4,4,4,1013,0.4%,No
CASTOR3P,1,1,1013,<0.1%,No
UGT2B10,6,5,1013,0.5%,No
GALNT4,2,2,1013,0.2%,No
UGT2B7,7,6,1013,0.6%,No
DGAT1,3,3,1013,0.3%,No
UGT2B17,4,4,1013,0.4%,No
UGT2B15,3,3,1013,0.3%,No
RNASE4,1,1,1013,<0.1%,No
UMOD,6,5,1013,0.5%,No
CDC23,7,6,1013,0.6%,No
RNASE3,2,2,1013,0.2%,No
UGT8,2,2,1013,0.2%,No
S1PR4,5,5,1013,0.5%,No
RND3,2,2,1013,0.2%,No
RHOG,1,1,1013,<0.1%,No
ARHGAP1,2,2,1013,0.2%,No
ARHGAP4,4,4,1013,0.4%,No
HYAL2,2,1,1013,<0.1%,No
ARHGAP5,6,6,1013,0.6%,No
ARHGAP6,5,5,1013,0.5%,No
UGP2,3,3,1013,0.3%,No
ARHGDIB,2,2,1013,0.2%,No
RBMXL1,3,2,1013,0.2%,No
RHOH,1,1,1013,<0.1%,Yes
SPANXN2,1,1,1013,<0.1%,No
SPANXN1,1,1,1013,<0.1%,No
UNG,3,3,1013,0.3%,No
COL14A1,16,15,1013,1.5%,No
RNF2,1,1,1013,<0.1%,No
NR1H2,2,2,1013,0.2%,No
USP4,4,4,1013,0.4%,No
UPP1,4,4,1013,0.4%,No
BRD2,7,6,1013,0.6%,No
RNF6,3,3,1013,0.3%,No
RNASEL,4,4,1013,0.4%,No
UMPS,3,2,1013,0.2%,No
UCK2,2,2,1013,0.2%,No
SH3GLB2,2,2,1013,0.2%,No
RNASE6,1,1,1013,<0.1%,No
C15ORF39,5,5,1013,0.5%,No
THAP10,1,1,1013,<0.1%,No
SPIRE1,1,1,1013,<0.1%,No
TMEM167B,1,1,1013,<0.1%,No
PNO1,2,2,1013,0.2%,No
PAPOLB,3,3,1013,0.3%,No
UQCRC1,5,5,1013,0.5%,No
LHFPL3,3,3,1013,0.3%,No
SLC26A5,2,2,1013,0.2%,No
UROD,1,1,1013,<0.1%,No
ZC3H6,6,6,1013,0.6%,No
ABCE1,5,5,1013,0.5%,No
RNH1,2,2,1013,0.2%,No
UQCRB,1,1,1013,<0.1%,No
RNPEP,3,3,1013,0.3%,No
STARD7,2,2,1013,0.2%,No
EXOSC5,5,5,1013,0.5%,No
SMARCAD1,3,3,1013,0.3%,No
MEIS3,3,3,1013,0.3%,No
IFT46,3,3,1013,0.3%,No
C1GALT1,2,2,1013,0.2%,No
USP1,2,2,1013,0.2%,No
DHX33,2,2,1013,0.2%,No
USH2A,49,46,1013,4.5%,No
USF2,1,1,1013,<0.1%,No
SEMA3G,6,6,1013,0.6%,No
NCLN,4,4,1013,0.4%,No
GPR108,4,4,1013,0.4%,No
FEM1C,3,3,1013,0.3%,No
MCCC1,5,5,1013,0.5%,No
NMUR2,7,7,1013,0.7%,No
PAK6,4,3,1013,0.3%,No
LXN,1,1,1013,<0.1%,No
C6ORF58,2,2,1013,0.2%,No
PTCHD3,7,7,1013,0.7%,No
TDRD9,5,5,1013,0.5%,No
KLC3,1,1,1013,<0.1%,No
G6PC3,3,3,1013,0.3%,No
MFSD2B,4,4,1013,0.4%,No
FSD2,1,1,1013,<0.1%,No
SLC22A25,3,3,1013,0.3%,No
WHAMM,1,1,1013,<0.1%,No
PCARE,8,8,1013,0.8%,No
LYPD4,5,5,1013,0.5%,No
ROS1,15,15,1013,1.5%,Yes
RORC,1,1,1013,<0.1%,No
ROBO2,23,20,1013,2.0%,No
ROBO1,16,16,1013,1.6%,Yes
ROM1,1,1,1013,<0.1%,No
ROCK1,10,10,1013,1.0%,No
RORB,3,3,1013,0.3%,No
SPINK14,1,1,1013,<0.1%,No
RORA,5,5,1013,0.5%,No
C2ORF78,3,3,1013,0.3%,No
ZNF764,3,3,1013,0.3%,No
POC1B-GALNT4,1,1,1013,<0.1%,No
STARD4,2,2,1013,0.2%,No
ASB16,3,3,1013,0.3%,No
TSPYL6,2,2,1013,0.2%,No
WDR36,3,2,1013,0.2%,No
C12ORF29,1,1,1013,<0.1%,No
C16ORF46,1,1,1013,<0.1%,No
LMF2,4,4,1013,0.4%,No
GPR142,8,8,1013,0.8%,No
NHLRC2,4,4,1013,0.4%,No
SPATC1,7,7,1013,0.7%,No
PLA2G4E,7,5,1013,0.5%,No
ANKRD9,1,1,1013,<0.1%,No
PRAMEF1,5,5,1013,0.5%,No
INTS3,9,9,1013,0.9%,No
PRAMEF2,2,2,1013,0.2%,No
WNK1,9,8,1013,0.8%,No
KHDC1,2,2,1013,0.2%,No
PRR7,2,2,1013,0.2%,No
HES3,1,1,1013,<0.1%,No
TMEM121,2,2,1013,0.2%,No
PRICKLE1,6,6,1013,0.6%,No
PRAMEF12,1,1,1013,<0.1%,No
TXNDC15,1,1,1013,<0.1%,No
NLE1,1,1,1013,<0.1%,No
NDFIP1,3,3,1013,0.3%,No
NSUN4,2,2,1013,0.2%,No
KRT20,4,4,1013,0.4%,No
MCTP1,5,5,1013,0.5%,No
ITIH5,5,4,1013,0.4%,No
TOLLIP,2,2,1013,0.2%,No
GRTP1,5,5,1013,0.5%,No
ACBD4,2,2,1013,0.2%,No
PIMREG,1,1,1013,<0.1%,No
ZFHX4,27,27,1013,2.7%,No
PLEKHA5,7,7,1013,0.7%,No
THAP7,2,2,1013,0.2%,No
TBPL2,1,1,1013,<0.1%,No
RNF216,5,5,1013,0.5%,No
MICALL2,5,5,1013,0.5%,No
DNER,10,10,1013,1.0%,No
SESTD1,2,2,1013,0.2%,No
OTOP2,5,5,1013,0.5%,No
CCDC74B,1,1,1013,<0.1%,No
AKAP14,1,1,1013,<0.1%,No
STIMATE,2,2,1013,0.2%,No
SLC6A17,6,6,1013,0.6%,No
TSEN2,1,1,1013,<0.1%,No
THUMPD2,4,4,1013,0.4%,No
CHPF2,5,5,1013,0.5%,No
GEMIN7,2,2,1013,0.2%,No
C1ORF115,2,2,1013,0.2%,No
ISOC2,1,1,1013,<0.1%,No
LRRC74A,2,2,1013,0.2%,No
DGCR8,6,5,1013,0.5%,No
ELMO3,2,2,1013,0.2%,No
PHLDB2,6,6,1013,0.6%,No
LYSMD1,1,1,1013,<0.1%,No
TAS2R60,2,2,1013,0.2%,No
ZNF34,7,7,1013,0.7%,No
FBXO31,2,2,1013,0.2%,Yes
OTULINL,1,1,1013,<0.1%,No
UGT2B28,4,4,1013,0.4%,No
GSDMD,3,3,1013,0.3%,No
HEATR5B,5,5,1013,0.5%,No
PRMT7,2,2,1013,0.2%,No
SPRING1,1,1,1013,<0.1%,No
TMX3,1,1,1013,<0.1%,No
ZNF408,6,6,1013,0.6%,No
KPRP,10,10,1013,1.0%,No
ALG9,1,1,1013,<0.1%,No
COL18A1,5,5,1013,0.5%,No
UGT2A3,5,5,1013,0.5%,No
ARMC5,12,11,1013,1.1%,No
THEMIS,8,8,1013,0.8%,No
SMOX,8,8,1013,0.8%,No
LYZL2,2,2,1013,0.2%,No
SSBP4,3,3,1013,0.3%,No
AMDHD1,4,4,1013,0.4%,No
CCDC82,3,3,1013,0.3%,No
LRRC31,1,1,1013,<0.1%,No
IQCA1,7,7,1013,0.7%,No
MYH14,17,15,1013,1.5%,No
SUGCT,3,3,1013,0.3%,No
CPTP,2,2,1013,0.2%,No
KLHL36,5,5,1013,0.5%,No
RERGL,1,1,1013,<0.1%,No
ZNF665,2,2,1013,0.2%,No
NOTCH2NLA,3,3,1013,0.3%,No
TMEM177,5,5,1013,0.5%,No
CLMN,6,6,1013,0.6%,No
LIMD2,3,3,1013,0.3%,No
TSR2,1,1,1013,<0.1%,No
TMEM250,2,2,1013,0.2%,No
HYLS1,4,4,1013,0.4%,No
ARHGAP36,5,5,1013,0.5%,No
ACBD5,3,3,1013,0.3%,No
EFCAB3,2,2,1013,0.2%,No
IQCF1,2,2,1013,0.2%,No
FAAP24,2,2,1013,0.2%,No
SLC37A2,2,2,1013,0.2%,No
TMEM218,1,1,1013,<0.1%,No
INTS5,6,5,1013,0.5%,No
DNHD1,15,15,1013,1.5%,No
OR10A5,1,1,1013,<0.1%,No
OR2AG1,1,1,1013,<0.1%,No
FLG2,33,30,1013,3.0%,No
HRNR,24,16,1013,1.6%,No
SLCO6A1,14,14,1013,1.4%,No
CMIP,6,5,1013,0.5%,No
TRIM4,2,2,1013,0.2%,No
RIBC1,1,1,1013,<0.1%,No
OR8G5,4,4,1013,0.4%,No
GLYCTK,5,5,1013,0.5%,No
STKLD1,3,3,1013,0.3%,No
CYP26C1,2,2,1013,0.2%,No
OR8B12,4,4,1013,0.4%,No
ISX,2,2,1013,0.2%,No
KCNH7,12,11,1013,1.1%,No
OR4D5,9,9,1013,0.9%,No
SHKBP1,2,2,1013,0.2%,No
OR6T1,3,3,1013,0.3%,No
BTBD6,3,3,1013,0.3%,No
OR10S1,3,3,1013,0.3%,No
HELB,11,10,1013,1.0%,No
OR10G9,2,2,1013,0.2%,No
FAM161B,4,4,1013,0.4%,No
PTGR2,3,3,1013,0.3%,No
CLEC4D,4,4,1013,0.4%,No
OR10G8,10,9,1013,0.9%,No
SLC35E4,3,3,1013,0.3%,No
CEP72,3,3,1013,0.3%,No
TSR1,4,4,1013,0.4%,No
ATF7IP,11,9,1013,0.9%,No
N4BP2,6,5,1013,0.5%,No
BTBD7,2,2,1013,0.2%,No
NLRP9,8,8,1013,0.8%,No
NLRP10,10,10,1013,1.0%,No
NLRP14,7,6,1013,0.6%,No
S100A7A,1,1,1013,<0.1%,No
ARL1,1,1,1013,<0.1%,No
HHAT,4,4,1013,0.4%,No
PHOX2A,2,2,1013,0.2%,No
C1ORF112,4,4,1013,0.4%,No
ARL2,1,1,1013,<0.1%,No
ARL3,1,1,1013,<0.1%,No
VPS35,3,3,1013,0.3%,No
ARNT,5,5,1013,0.5%,Yes
ZAR1,2,2,1013,0.2%,No
BMAL1,3,3,1013,0.3%,No
ZFP64,3,2,1013,0.2%,No
ARRB1,2,2,1013,0.2%,No
ARRB2,5,5,1013,0.5%,No
NAXD,1,1,1013,<0.1%,No
SLC38A2,2,1,1013,<0.1%,No
ARFGAP1,2,2,1013,0.2%,No
SERPINA9,1,1,1013,<0.1%,No
SERPINB7,4,4,1013,0.4%,No
TNK1,6,6,1013,0.6%,No
ENAH,6,6,1013,0.6%,No
ARSA,2,2,1013,0.2%,No
ARSB,7,7,1013,0.7%,No
NLGN3,4,4,1013,0.4%,No
IPO4,7,7,1013,0.7%,No
UBXN6,2,2,1013,0.2%,No
STS,2,2,1013,0.2%,No
CHFR,2,2,1013,0.2%,No
MORC4,3,3,1013,0.3%,No
PARVA,2,2,1013,0.2%,No
ARSD,2,2,1013,0.2%,No
EDEM2,6,6,1013,0.6%,No
GTDC1,5,4,1013,0.4%,No
ARSL,4,4,1013,0.4%,No
B4GALT3,4,4,1013,0.4%,No
CNDP2,4,4,1013,0.4%,No
ARSF,8,8,1013,0.8%,No
B4GALT2,6,6,1013,0.6%,No
CCDC51,2,2,1013,0.2%,No
ART1,1,1,1013,<0.1%,No
DNAH11,21,19,1013,1.9%,No
NUP133,3,3,1013,0.3%,No
PPCS,1,1,1013,<0.1%,No
B4GALT4,1,1,1013,<0.1%,No
SIAE,4,4,1013,0.4%,No
NPEPL1,3,2,1013,0.2%,No
B3GALT2,3,3,1013,0.3%,No
AAGAB,1,1,1013,<0.1%,No
B3GALT1,1,1,1013,<0.1%,No
TBL1XR1,7,7,1013,0.7%,Yes
B3GALT4,1,1,1013,<0.1%,No
B3GALNT1,3,3,1013,0.3%,No
CCAR1,6,6,1013,0.6%,No
EDF1,2,2,1013,0.2%,No
CTSF,1,1,1013,<0.1%,No
MBTPS1,8,8,1013,0.8%,No
TMEM184C,4,4,1013,0.4%,No
AGK,4,4,1013,0.4%,No
ART4,2,2,1013,0.2%,No
ARVCF,8,5,1013,0.5%,No
CDK5RAP2,9,9,1013,0.9%,No
TMEM30A,2,2,1013,0.2%,Yes
OGDHL,7,6,1013,0.6%,No
SEPTIN11,2,2,1013,0.2%,No
ABCC3,7,7,1013,0.7%,No
WDR12,4,4,1013,0.4%,No
ASAH1,3,3,1013,0.3%,No
NOL4,6,6,1013,0.6%,No
RCOR3,3,3,1013,0.3%,No
C11ORF80,6,6,1013,0.6%,No
UGGT2,8,7,1013,0.7%,No
PRKRIP1,1,1,1013,<0.1%,No
INTS9,2,2,1013,0.2%,No
LRRK1,11,11,1013,1.1%,No
TNFRSF25,3,3,1013,0.3%,No
NOL9,5,5,1013,0.5%,No
TRADD,3,2,1013,0.2%,No
TAS2R5,3,3,1013,0.3%,No
C10ORF67,2,2,1013,0.2%,No
RNGTT,1,1,1013,<0.1%,No
GPAA1,2,2,1013,0.2%,No
UTRN,13,11,1013,1.1%,No
CLRN1,1,1,1013,<0.1%,No
RNMT,3,2,1013,0.2%,No
PBX4,3,3,1013,0.3%,No
ESX1,3,3,1013,0.3%,No
DNAJC10,8,7,1013,0.7%,No
ZNF701,5,4,1013,0.4%,No
TTC17,7,7,1013,0.7%,No
DHX32,3,3,1013,0.3%,No
NARS2,5,5,1013,0.5%,No
ASGR1,2,2,1013,0.2%,No
NSUN7,5,5,1013,0.5%,No
ASGR2,3,3,1013,0.3%,No
H2AJ,2,2,1013,0.2%,No
E2F8,9,9,1013,0.9%,No
ASIP,2,2,1013,0.2%,No
SSH1,8,8,1013,0.8%,No
INAVA,3,3,1013,0.3%,No
ASL,2,2,1013,0.2%,No
GAR1,3,3,1013,0.3%,No
IFT122,11,9,1013,0.9%,No
TBC1D17,1,1,1013,<0.1%,No
DEFB132,1,1,1013,<0.1%,No
EXOC1,6,6,1013,0.6%,No
KCTD17,3,3,1013,0.3%,No
RBM27,10,8,1013,0.8%,No
ASMT,3,3,1013,0.3%,No
EED,1,1,1013,<0.1%,Yes
GFOD1,3,3,1013,0.3%,No
ZNF83,3,3,1013,0.3%,No
GET3,2,2,1013,0.2%,No
SNX4,3,3,1013,0.3%,No
SEMA5B,9,7,1013,0.7%,No
NGLY1,6,5,1013,0.5%,No
TTLL7,3,3,1013,0.3%,No
SH3TC1,4,4,1013,0.4%,No
BBS10,4,4,1013,0.4%,No
GBF1,12,12,1013,1.2%,No
CTNNAL1,6,6,1013,0.6%,No
ADAM19,9,9,1013,0.9%,No
CLEC4C,5,5,1013,0.5%,No
TNFSF14,5,5,1013,0.5%,No
AKNA,3,3,1013,0.3%,No
TNFSF10,2,2,1013,0.2%,No
VAV2,7,6,1013,0.6%,Yes
VCAM1,3,3,1013,0.3%,No
SLC19A3,4,4,1013,0.4%,No
TSGA10,4,4,1013,0.4%,No
ASNS,7,5,1013,0.5%,No
TBC1D23,1,1,1013,<0.1%,No
SASH3,3,3,1013,0.3%,No
PRR11,2,1,1013,<0.1%,No
VPS37B,1,1,1013,<0.1%,No
FAM177B,2,2,1013,0.2%,No
ASPA,2,2,1013,0.2%,No
EXOC2,6,5,1013,0.5%,No
ASPH,3,3,1013,0.3%,No
MBD5,7,7,1013,0.7%,No
ANKRD55,2,2,1013,0.2%,No
ASS1,1,1,1013,<0.1%,No
TDP1,3,3,1013,0.3%,No
ZNF768,9,8,1013,0.8%,No
ANLN,4,4,1013,0.4%,No
SUV39H2,2,2,1013,0.2%,No
UTY,2,2,1013,0.2%,No
MYOM1,12,12,1013,1.2%,No
WDR59,5,5,1013,0.5%,No
KDM6A,32,30,1013,3.0%,Yes
RIPK1,3,3,1013,0.3%,No
THAP9,2,2,1013,0.2%,No
