Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SEC13","SEC13 Homolog, Nuclear Pore And COPII Coat Complex Component","Protein Coding","49","GC03M010293","2.70828700065613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC13"
"SWSAP1","SWIM-Type Zinc Finger 7 Associated Protein 1","Protein Coding","37","GC19P011374","2.7081561088562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SWSAP1"
"UBIAD1","UbiA Prenyltransferase Domain Containing 1","Protein Coding","49","GC01P011273","2.70800352096558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBIAD1"
"UQCRB","Ubiquinol-Cytochrome C Reductase Binding Protein","Protein Coding","50","GC08M096225","2.70797872543335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB"
"ATP5F1C","ATP Synthase F1 Subunit Gamma","Protein Coding","46","GC10P007789","2.7073392868042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1C"
"LRRTM2","Leucine Rich Repeat Transmembrane Neuronal 2","Protein Coding","46","GC05M138868","2.70697927474976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRTM2"
"TNFRSF14","TNF Receptor Superfamily Member 14","Protein Coding","50","GC01P005021","2.70603656768799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF14"
"ZFP64","ZFP64 Zinc Finger Protein","Protein Coding","44","GC20M052051","2.70385360717773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP64"
"PPIB","Peptidylprolyl Isomerase B","Protein Coding","57","GC15M064155","2.70305943489075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIB"
"ZC3H18","Zinc Finger CCCH-Type Containing 18","Protein Coding","39","GC16P088570","2.70268535614014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H18"
"GRK2","G Protein-Coupled Receptor Kinase 2","Protein Coding","53","GC11P067266","2.70252227783203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK2"
"ANXA6","Annexin A6","Protein Coding","49","GC05M151100","2.70225501060486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA6"
"MIR4319","MicroRNA 4319","RNA Gene","13","GC18M044970","2.70180606842041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4319"
"ST3GAL3","ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 3","Protein Coding","53","GC01P043705","2.70147895812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL3"
"MIR4758","MicroRNA 4758","RNA Gene","13","GC20M062332","2.70070171356201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4758"
"UGT1A4","UDP Glucuronosyltransferase Family 1 Member A4","Protein Coding","50","GC02P233718","2.70005130767822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A4"
"SENP6","SUMO Specific Peptidase 6","Protein Coding","47","GC06P075601","2.69923686981201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP6"
"C9orf72","C9orf72-SMCR8 Complex Subunit","Protein Coding","47","GC09M028760","2.6990602016449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72"
"SCN10A","Sodium Voltage-Gated Channel Alpha Subunit 10","Protein Coding","55","GC03M038713","2.69827628135681","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN10A"
"RNF115","Ring Finger Protein 115","Protein Coding","43","GC01M145738","2.69825053215027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF115"
"CDK10","Cyclin Dependent Kinase 10","Protein Coding","50","GC16P089680","2.69721150398254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK10"
"SNRPA1","Small Nuclear Ribonucleoprotein Polypeptide A'","Protein Coding","43","GC15M101281","2.69701719284058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA1"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","49","GC08P017246","2.69615697860718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"FRMPD1","FERM And PDZ Domain Containing 1","Protein Coding","43","GC09P051067","2.69593405723572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMPD1"
"RMI2","RecQ Mediated Genome Instability 2","Protein Coding","41","GC16P020122","2.69592332839966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMI2"
"MIR585","MicroRNA 585","RNA Gene","15","GC05M169263","2.69535064697266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR585"
"IQGAP2","IQ Motif Containing GTPase Activating Protein 2","Protein Coding","47","GC05P076403","2.69507956504822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP2"
"NPHP3","Nephrocystin 3","Protein Coding","46","GC03M132683","2.69472932815552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP3"
"USP18","Ubiquitin Specific Peptidase 18","Protein Coding","47","GC22P049093","2.69421887397766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP18"
"PSMG1","Proteasome Assembly Chaperone 1","Protein Coding","44","GC21M039174","2.69405651092529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1"
"ANXA13","Annexin A13","Protein Coding","44","GC08M123680","2.69319009780884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA13"
"BCL7A","BAF Chromatin Remodeling Complex Subunit BCL7A","Protein Coding","41","GC12P122019","2.69290232658386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7A"
"TLK1","Tousled Like Kinase 1","Protein Coding","50","GC02M170990","2.69200682640076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLK1"
"CETN3","Centrin 3","Protein Coding","45","GC05M090392","2.6919150352478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3"
"CYC1","Cytochrome C1","Protein Coding","52","GC08P144095","2.6919093132019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYC1"
"DDAH2","Dimethylarginine Dimethylaminohydrolase 2","Protein Coding","49","GC06M031727","2.69183492660522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDAH2"
"SYVN1","Synoviolin 1","Protein Coding","47","GC11M106081","2.69113993644714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1"
"PRPF40A","Pre-MRNA Processing Factor 40 Homolog A","Protein Coding","44","GC02M152651","2.69081163406372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF40A"
"SH3TC1","SH3 Domain And Tetratricopeptide Repeats 1","Protein Coding","42","GC04P008183","2.69005513191223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3TC1"
"DDHD1","DDHD Domain Containing 1","Protein Coding","46","GC14M053036","2.69004893302917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD1"
"PSMD3","Proteasome 26S Subunit, Non-ATPase 3","Protein Coding","49","GC17P039980","2.68990278244019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD3"
"SLC5A1","Solute Carrier Family 5 Member 1","Protein Coding","55","GC22P032043","2.68981885910034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1"
"DUSP22","Dual Specificity Phosphatase 22","Protein Coding","44","GC06P000407","2.68900060653687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP22"
"ACAP1","ArfGAP With Coiled-Coil, Ankyrin Repeat And PH Domains 1","Protein Coding","46","GC17P012398","2.68892288208008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAP1"
"MED28","Mediator Complex Subunit 28","Protein Coding","45","GC04P020933","2.68891406059265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED28"
"EMD","Emerin","Protein Coding","52","GC0XP154379","2.68829083442688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD"
"ATG101","Autophagy Related 101","Protein Coding","43","GC12P052077","2.68824505805969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG101"
"MTREX","Mtr4 Exosome RNA Helicase","Protein Coding","44","GC05P055308","2.68803834915161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTREX"
"NBPF10","NBPF Member 10","Protein Coding","32","GC01M146064","2.68784928321838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF10"
"PLEKHA6","Pleckstrin Homology Domain Containing A6","Protein Coding","45","GC01M204218","2.68772554397583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA6"
"ZNF148","Zinc Finger Protein 148","Protein Coding","48","GC03M125225","2.68725419044495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF148"
"H1-2","H1.2 Linker Histone, Cluster Member","Protein Coding","46","GC06M026058","2.68694543838501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-2"
"SFMBT2","Scm Like With Four Mbt Domains 2","Protein Coding","39","GC10M007210","2.68553924560547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFMBT2"
"PARVA","Parvin Alpha","Protein Coding","49","GC11P012398","2.68536829948425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARVA"
"FAM98A","Family With Sequence Similarity 98 Member A","Protein Coding","38","GC02M033532","2.68501663208008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM98A"
"PSME1","Proteasome Activator Subunit 1","Protein Coding","48","GC14P024136","2.6847620010376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME1"
"SLC25A3","Solute Carrier Family 25 Member 3","Protein Coding","52","GC12P098593","2.68471622467041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3"
"CD180","CD180 Molecule","Protein Coding","48","GC05M067181","2.68452525138855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD180"
"UTF1","Undifferentiated Embryonic Cell Transcription Factor 1","Protein Coding","39","GC10P133230","2.68351078033447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTF1"
"RGMA","Repulsive Guidance Molecule BMP Co-Receptor A","Protein Coding","49","GC15M093035","2.68270564079285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGMA"
"LRRC3B","Leucine Rich Repeat Containing 3B","Protein Coding","42","GC03P026640","2.68256568908691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC3B"
"ACSL5","Acyl-CoA Synthetase Long Chain Family Member 5","Protein Coding","50","GC10P112374","2.68186450004578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL5"
"SBF2","SET Binding Factor 2","Protein Coding","46","GC11M009804","2.68184542655945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBF2"
"MIR765","MicroRNA 765","RNA Gene","21","GC01M156980","2.68103408813477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR765"
"USP16","Ubiquitin Specific Peptidase 16","Protein Coding","46","GC21P029024","2.67991399765015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP16"
"MYADM","Myeloid Associated Differentiation Marker","Protein Coding","42","GC19P080275","2.67864680290222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYADM"
"DUOX1","Dual Oxidase 1","Protein Coding","50","GC15P045129","2.67811632156372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUOX1"
"PDE9A","Phosphodiesterase 9A","Protein Coding","51","GC21P042653","2.67783069610596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE9A"
"CDC42BPA","CDC42 Binding Protein Kinase Alpha","Protein Coding","50","GC01M226989","2.67769289016724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42BPA"
"H2AC11","H2A Clustered Histone 11","Protein Coding","42","GC06P101161","2.67752647399902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC11"
"SLC13A5","Solute Carrier Family 13 Member 5","Protein Coding","51","GC17M006684","2.67705988883972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC13A5"
"AARS2","Alanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","49","GC06M078216","2.67665910720825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS2"
"FEZF1","FEZ Family Zinc Finger 1","Protein Coding","45","GC07M122301","2.67593479156494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZF1"
"HLA-DMA","Major Histocompatibility Complex, Class II, DM Alpha","Protein Coding","46","GC06M077968","2.67567539215088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DMA"
"CEP63","Centrosomal Protein 63","Protein Coding","47","GC03P134485","2.67506122589111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP63"
"SUGP1","SURP And G-Patch Domain Containing 1","Protein Coding","43","GC19M019276","2.6747579574585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP1"
"MASP2","MBL Associated Serine Protease 2","Protein Coding","54","GC01M011026","2.67451953887939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP2"
"DAD1","Defender Against Cell Death 1","Protein Coding","48","GC14M024847","2.67293000221252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAD1"
"NFYB","Nuclear Transcription Factor Y Subunit Beta","Protein Coding","46","GC12M104117","2.67286801338196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFYB"
"CITED2","Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 2","Protein Coding","50","GC06M139371","2.67282366752625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CITED2"
"UBE2M","Ubiquitin Conjugating Enzyme E2 M","Protein Coding","47","GC19M058555","2.67268323898315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2M"
"ARID3A","AT-Rich Interaction Domain 3A","Protein Coding","46","GC19P005131","2.67266941070557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID3A"
"ENSG00000239945","Novel Transcript","RNA Gene","7","GC01M008853","2.67185068130493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000239945"
"LINC01355","Long Intergenic Non-Protein Coding RNA 1355","RNA Gene","17","GC01M023281","2.67174744606018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01355"
"PUS10","Pseudouridine Synthase 10","Protein Coding","44","GC02M060940","2.67146730422974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS10"
"TTC38","Tetratricopeptide Repeat Domain 38","Protein Coding","41","GC22P046267","2.67057704925537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC38"
"PSMB3","Proteasome 20S Subunit Beta 3","Protein Coding","47","GC17P038752","2.66909503936768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB3"
"MED24","Mediator Complex Subunit 24","Protein Coding","43","GC17M040019","2.66856050491333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED24"
"PLA2G10","Phospholipase A2 Group X","Protein Coding","50","GC16M014672","2.66760325431824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G10"
"MT-TK","Mitochondrially Encoded TRNA-Lys (AAA/G)","RNA Gene","16","GCMTP008297","2.66760063171387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TK"
"NASP","Nuclear Autoantigenic Sperm Protein","Protein Coding","43","GC01P045583","2.66753268241882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NASP"
"HBZ","Hemoglobin Subunit Zeta","Protein Coding","44","GC16P000142","2.66750335693359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBZ"
"MIR450B","MicroRNA 450b","RNA Gene","19","GC0XM134540","2.66693878173828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450B"
"TNK1","Tyrosine Kinase Non Receptor 1","Protein Coding","48","GC17P007380","2.66446661949158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNK1"
"BRIX1","Biogenesis Of Ribosomes BRX1","Protein Coding","43","GC05P034916","2.66317439079285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIX1"
"AGPS","Alkylglycerone Phosphate Synthase","Protein Coding","51","GC02P177392","2.66250038146973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPS"
"UTP20","UTP20 Small Subunit Processome Component","Protein Coding","39","GC12P101280","2.66193723678589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP20"
"HLA-DRB6","Major Histocompatibility Complex, Class II, DR Beta 6 (Pseudogene)","Pseudogene","18","GC06M077945","2.66145420074463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB6"
"GPR160","G Protein-Coupled Receptor 160","Protein Coding","41","GC03P170037","2.66126322746277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR160"
"DRAP1","DR1 Associated Protein 1","Protein Coding","44","GC11P072272","2.66091775894165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAP1"
"TXNDC5","Thioredoxin Domain Containing 5","Protein Coding","48","GC06M007893","2.65957880020142","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC5"
"ZMYND11","Zinc Finger MYND-Type Containing 11","Protein Coding","49","GC10P000134","2.65906453132629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYND11"
"MBD3","Methyl-CpG Binding Domain Protein 3","Protein Coding","48","GC19M008246","2.658527135849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD3"
"SENP2","SUMO Specific Peptidase 2","Protein Coding","46","GC03P185582","2.65838670730591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP2"
"NDRG3","NDRG Family Member 3","Protein Coding","44","GC20M036651","2.657546043396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG3"
"H4C14","H4 Clustered Histone 14","Protein Coding","38","GC01P149832","2.65749311447144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C14"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","53","GC04P006260","2.65707993507385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"SYTL5","Synaptotagmin Like 5","Protein Coding","40","GC0XP037889","2.65706944465637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYTL5"
"WASF1","WASP Family Member 1","Protein Coding","52","GC06M110099","2.65642023086548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASF1"
"RASSF6","Ras Association Domain Family Member 6","Protein Coding","43","GC04M073571","2.65637350082397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF6"
"RAMP2","Receptor Activity Modifying Protein 2","Protein Coding","49","GC17P042758","2.65617799758911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP2"
"TNFAIP2","TNF Alpha Induced Protein 2","Protein Coding","44","GC14P111594","2.65608906745911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP2"
"SEC24B","SEC24 Homolog B, COPII Coat Complex Component","Protein Coding","48","GC04P109433","2.65592932701111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24B"
"CCL28","C-C Motif Chemokine Ligand 28","Protein Coding","47","GC05M043356","2.65552616119385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL28"
"TMEM161A","Transmembrane Protein 161A","Protein Coding","43","GC19M019120","2.6554856300354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM161A"
"ANXA2R","Annexin A2 Receptor","Protein Coding","34","GC05M044351","2.65519094467163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2R"
"PGAM5","PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase","Protein Coding","43","GC12P132710","2.65473771095276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM5"
"NR2F2-AS1","NR2F2 Antisense RNA 1","RNA Gene","19","GC15M130259","2.6546106338501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F2-AS1"
"HPX","Hemopexin","Protein Coding","48","GC11M007582","2.65449571609497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPX"
"H2AC7","H2A Clustered Histone 7","Protein Coding","40","GC06M078709","2.65402483940125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC7"
"SOX12","SRY-Box Transcription Factor 12","Protein Coding","40","GC20P000325","2.65400528907776","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX12"
